 Code Secteur ; Libellé Secteur ; Code Rayon ; Libellé Rayon ; Code Groupe de Famille  ; Libellé  Groupe de Famille  ; Code Famille  ; Libellé  Famille  ; Code Sous-Famille  ; Libellé  Sous-Famille  ; Code Unité de Besoin  ; Code UG  ; EAN ; Article Libellé Court ; Article Libellé Long ; Libellé Marque ; Libellé Fournisseur ; PAHT ; PV Mag ; PV Mag HT ; TVA en % ; Quantité vendue * ; Type Qté ; Montant achat HT * ; Montant vente TTC * ; Marge en valeur ; Marge en % ; Stock en quantité ;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;40;3858116;3,03835E+12; 500G TAGLIAT PANZA ; PANZANI TAGLIATELLE 500G ; PANZANI ; PANZANI ;2,22;1,75;1,66;0,055;12; UVC ;26,64;21;-6,734787;-0,303985;24;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;40;2372646;1;  ;  ;  ;  ;  ;  ;  ;  ;10;  ;20,8;23,9;1,854028;0,07353025;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;40;2372646;3,03836E+12; 500G TAGLIATELLE ; PANZ TAGLIATELLE C/R 500G ; PANZANI ; PANZANI ;2,08;2,39;2,27;0,055;10; UVC ;20,8;23,9;1,854028;0,07353025;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;40;1138586;1;  ;  ;  ;  ;  ;  ;  ;  ;36;  ;59,4;48,68;-13,25782;-0,2581482;0;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;40;1138586;3,56007E+12; 500G TAGLIATELLE ; CRF TAGLIATELLE 500G ; CARREFOUR ; VALDIGRANO DI FLAVIO ;1,65;1,35;1,28;0,055;36; UVC ;59,4;48,68;-13,25782;-0,2581482;0;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;1491350;1;  ;  ;  ;  ;  ;  ;  ;  ;15;  ;21,6;23,25;0,4379147;0,01785312;16;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;1491350;3,03835E+12; PATES RISETTI PANZ ; PANZANI PATES RISETTI 500 ; PANZANI ; PANZANI ;1,44;1,55;1,47;0,055;15; UVC ;21,6;23,25;0,4379147;0,01785312;16;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;2514484;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;8,25;9,95;1,18128;0,1125323;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;2514484;3,03836E+12; 400G FARFALLE Q.FR ; FARFALLE Q.FRAICHE 400G ; PANZANI ; PANZANI ;1,65;1,99;1,89;0,055;5; UVC ;8,25;9,95;1,18128;0,1125323;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;2514485;1;  ;  ;  ;  ;  ;  ;  ;  ;18;  ;32,94;35,82;1,012607;0,02679555;23;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;2514485;3,03836E+12; TAGLIATELLE Q.FRAI ; TAGLIATELLE Q.FRAICH 400G ; PANZANI ; PANZANI ;1,83;1,99;1,89;0,055;18; UVC ;32,94;35,82;1,012607;0,02679555;23;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;2514486;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;14,64;15,92;0,4500474;0,02679555;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;2514486;3,03836E+12; 400G FETTUCCINE Q. ; FETTUCCINE Q.FRAICHE 400G ; PANZANI ; PANZANI ;1,83;1,99;1,89;0,055;8; UVC ;14,64;15,92;0,4500474;0,02679555;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;3391999;1;  ;  ;  ;  ;  ;  ;  ;  ;19;  ;10,64;18,81;7,189384;0,362285;27;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;3391999;3,56007E+12; 500G PIPE RIG CUIS ; 500G PIPE RIG CUISS RAP C ; CRF CLASS ; OROMAS SA ;0,56;0,99;0,94;0,055;19; UVC ;10,64;18,81;7,189384;0,362285;27;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;4196956;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;1,58;1,98;0,2967772;0,1420735;37;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;4196956;3,56007E+12; 400G PATES JO COQU ; 400G PATES JO COQUILLETTE ; CRF-CDM ; ALPINA SAVOIE ;0,79;0,99;0,94;0,055;2; UVC ;1,58;1,98;0,2967772;0,1420735;37;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;4196958;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;0,75;0,99;0,1883886;0,1803711;35;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;0; PATES QUALITE SUPERIEURE ;99;4196958;3,56007E+12; 400G PATES  JO  PE ; 400G PATES  JO  PENNE QS ; CRF-CDM ; ALPINA SAVOIE ;0,75;0,99;0,94;0,055;1; UVC ;0,75;0,99;0,1883886;0,1803711;35;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;  ;62;62;  ;  ;  ;  ;  ;  ;  ;  ;504;  ;633,66;836,03;158,7855;0,2207849;1120;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;1;3964292;1;  ;  ;  ;  ;  ;  ;  ;  ;16;  ;24,8;24,8;-1,292891;-0,04941488;23;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;1;3964292;3,03836E+12; 500G SPAGHETTONI ; 500G SPAGHETTONI PANZANI ; PANZANI ; PANZANI ;1,55;1,55;1,47;0,055;16; UVC ;24,8;24,8;-1,292891;-0,04941488;23;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;1;1613438;1;  ;  ;  ;  ;  ;  ;  ;  ;10;  ;7,7;9,9;1,683886;0,1612223;8;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;1;1613438;3,56007E+12; 250G PATE CANNELLO ; 250G PATE CANNELLONI CRF ; CRF-CDM ; ALDINO SRL ;0,77;0,99;0,94;0,055;10; UVC ;7,7;9,9;1,683886;0,1612223;8;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;1;3580866;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;2,55;5,85;2,995024;0,4852795;24;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;1;3580866;3,56007E+12; 500G FUSILLI CRF O ; 500G FUSILLI CRF ORIGINAL ; CRF ORIGIN ; GRAMM SRL ;0,85;1,95;1,85;0,055;3; UVC ;2,55;5,85;2,995024;0,4852795;24;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;1;3580871;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;3;5,85;2,545024;0,4123666;33;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;1;3580871;3,56007E+12; 500G PENNE  500G P ; 500G PENNE  500G PENNE CR ; CRF ORIGIN ; GRAMM SRL ;1;1,95;1,85;0,055;3; UVC ;3;5,85;2,545024;0,4123666;33;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;1;3580890;1;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;5,95;13,65;6,988389;0,4852795;21;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;1;3580890;3,56007E+12; 500G TORTIGLIONI C ; 500G TORTIGLIONI CRF ORIG ; CRF ORIGIN ; GRAMM SRL ;0,85;1,95;1,85;0,055;7; UVC ;5,95;13,65;6,988389;0,4852795;21;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;2;1187003;1;  ;  ;  ;  ;  ;  ;  ;  ;31;  ;29,14;51,36;19,54247;0,3606632;12;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;2;1187003;3,24541E+12; 500G LASAGNE S/OEU ; 500G LASAGNE S/OEUFS CRF ; CRF-CDM ; ALDINO SRL ;0,94;1,65;1,56;0,055;31; UVC ;29,14;51,36;19,54247;0,3606632;12;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;3;95850;1;  ;  ;  ;  ;  ;  ;  ;  ;9;  ;18,9;25,65;5,412796;0,2000239;13;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;3;95850;8,07681E+12; 250G TORTELL JBON ; TORTELLINI JAMB/FROM.250G ; BARILLA ; BARILLA FRANCE SAS ;2,1;2,85;2,7;0,055;9; UVC ;18,9;25,65;5,412796;0,2000239;13;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;4;3112416;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;7,15;12,95;5,124882;0,3751126;7;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;4;3112416;3,56007E+12; 250G LEGUMIN LENTI ; 250G LEGUMIN LENTIL CORAI ; VEGGIE ; MAP MARKETING ALTERN ;1,43;2,59;2,45;0,055;5; UVC ;7,15;12,95;5,124882;0,3751126;7;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;4;3112417;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;3,84;7,77;3,524929;0,4300084;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;4;3112417;3,56007E+12; 250G LEGUMIN POIS ; 250G LEGUMIN POIS CASSES ; VEGGIE ; MAP MARKETING ALTERN ;1,28;2,59;2,45;0,055;3; UVC ;3,84;7,77;3,524929;0,4300084;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;3971256;1;  ;  ;  ;  ;  ;  ;  ;  ;24;  ;36,48;33,84;-4,404171;-0,123362;12;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;3971256;3,03836E+12; 500G COQUILLETTE ; 500G COQUILLETT.COMPL.BON ; PANZANI ; PANZANI ;1,52;1,75;1,66;0,055;24; UVC ;36,48;33,84;-4,404171;-0,123362;12;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;3971257;1;  ;  ;  ;  ;  ;  ;  ;  ;38;  ;58,14;53,58;-7,35327;-0,1300844;13;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;3971257;3,03836E+12; 500G TORTI PANZANI ; 500G TORTI COMPLET.BON PZ ; PANZANI ; PANZANI ;1,53;1,75;1,66;0,055;38; UVC ;58,14;53,58;-7,35327;-0,1300844;13;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;2495582;1;  ;  ;  ;  ;  ;  ;  ;  ;18;  ;18,72;26,82;6,701801;0,2368538;19;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;2495582;3,56007E+12; 500G PENN.RIGAT.CP ; 500G PENN.RIGAT.CPLT QLT ; CRF EX FQC ; ALPINA SAVOIE ;1,04;1,49;1,41;0,055;18; UVC ;18,72;26,82;6,701801;0,2368538;19;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;2495583;1;  ;  ;  ;  ;  ;  ;  ;  ;28;  ;29,4;41,72;10,14502;0,2304922;21;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;2495583;3,56007E+12; 500G FUSILLI COMPL ; 500G FUSILLI COMPLET.QS C ; CRF EX FQC ; ALPINA SAVOIE ;1,05;1,49;1,41;0,055;28; UVC ;29,4;41,72;10,14502;0,2304922;21;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;1433210;1;  ;  ;  ;  ;  ;  ;  ;  ;19;  ;19,19;28,31;7,644123;0,2559384;23;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;1433210;3,56007E+12; 500G COQUILLETT.CP ; 500G COQUILLETT.CPLT.QS C ; CRF EX FQC ; ALPINA SAVOIE ;1,01;1,49;1,41;0,055;19; UVC ;19,19;28,31;7,644123;0,2559384;23;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;3177162;1;  ;  ;  ;  ;  ;  ;  ;  ;19;  ;19,57;28,31;7,264123;0,2432153;18;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;3177162;3,56007E+12; 500G SPAGHETTI CPL ; 500G SPAGHETTI CPLT QS CR ; CRF EX FQC ; ALPINA SAVOIE ;1,03;1,49;1,41;0,055;19; UVC ;19,57;28,31;7,264123;0,2432153;18;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;1128151;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;5,04;6,36;0,988436;0,1473123;20;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;1128151;8,07681E+12; SPAGHETTI INTEGRAL ; BARILLA SPAGH.BLE COMP. ; BARILLA ; BARILLA FRANCE SAS ;1,26;1,2;1,14;0,055;4; UVC ;5,04;6,36;0,988436;0,1473123;20;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;1128149;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;6,3;8,25;1,519905;0,1746265;4;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;5;1128149;8,07681E+12; 500G PENNETTE RIGA ; BARILLA PENNETTE RIGATE ; BARILLA ; BARILLA FRANCE SAS ;1,26;1,2;1,14;0,055;5; UVC ;6,3;8,25;1,519905;0,1746265;4;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;1229248;1;  ;  ;  ;  ;  ;  ;  ;  ;13;  ;6,5;14,17;6,93128;0,4636509;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;1229248;3,27019E+12; 500G SPAGHETTI BIO ; CRF BIO SPAGHETTI 500G ; CARREF BIO ; SOUBRY J.SA ;0,5;1,09;1,03;0,055;13; UVC ;6,5;14,17;6,93128;0,4636509;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;3823643;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;3,92;8,04;3,700853;0,4363082;28;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;3823643;3,27019E+12; 500G SPAGHETTI BIO ; CRF BIO SPAGHET SEMI CPLT ; CARREF BIO ; SOUBRY J.SA ;0,49;0,99;0,94;0,055;8; UVC ;3,92;8,04;3,700853;0,4363082;28;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;1440454;1;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;3,85;8,33;4,045734;0,4603625;24;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;1440454;3,56007E+12; PENNE RIGATE BIO ; CRF PENNE RIGATE BIO 500G ; CRF BIO ; SOUBRY J.SA ;0,55;1,19;1,13;0,055;7; UVC ;3,85;8,33;4,045734;0,4603625;24;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;1438330;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;2,75;5,75;2,700237;0,4451246;10;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;1438330;3,56007E+12; FUSILLI  BIO 500G ; 500G  FUSILLI P.C CRF BIO ; CRF BIO ; SOUBRY J.SA ;0,55;1,15;1,09;0,055;5; UVC ;2,75;5,75;2,700237;0,4451246;10;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;3164248;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;4,32;9,52;4,703697;0,4683278;9;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;3164248;3,56007E+12; 500G COQUILLETTES ; CRF BIO COQUILLETTES 500G ; CARREF BIO ; SOUBRY J.SA ;0,54;1,19;1,13;0,055;8; UVC ;4,32;9,52;4,703697;0,4683278;9;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;3164249;1;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;3,78;6,93;2,78872;0,3814339;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;3164249;3,56007E+12; PENNE RIG. S/CPLT ; CRF BIO PENNE RIG. S/CPLT ; CARREF BIO ; SOUBRY J.SA ;0,54;0,99;0,94;0,055;7; UVC ;3,78;6,93;2,78872;0,3814339;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;3651982;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;1,96;3,38;1,243791;0,3488016;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;3651982;3,56007E+12; 400G COQUILL BLE C ; 400G COQUILL BLE CPLET CR ; CARREF BIO ; ALPINA SAVOIE ;0,98;1,69;1,6;0,055;2; UVC ;1,96;3,38;1,243791;0,3488016;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;3652017;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;2,91;4,87;1,706114;0,3320676;4;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;3652017;3,56007E+12; 400G FUSILLI COMPL ; 400G FUSILLI COMPLET CRF ; CARREF BIO ; ALPINA SAVOIE ;0,97;1,69;1,6;0,055;3; UVC ;2,91;4,87;1,706114;0,3320676;4;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;3757468;1;  ;  ;  ;  ;  ;  ;  ;  ;11;  ;6,38;11,99;4,984929;0,3940827;15;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;3757468;3,56007E+12; 500G FARFALLES CR ; 500G FARFALLES CRF BIO ; CARREF BIO ; SOUBRY J.SA ;0,58;1,09;1,03;0,055;11; UVC ;6,38;11,99;4,984929;0,3940827;15;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;2779664;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;5,13;5,97;0,5287678;0,08395338;81;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;8;2779664;8,07681E+12; 500G SPAGHETTI BIO ; BARILL SPAGHETTI BIO 500G ; BARILLA ; BARILLA FRANCE SAS ;1,71;1,99;1,89;0,055;3; UVC ;5,13;5,97;0,5287678;0,08395338;81;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;9;3062428;1;  ;  ;  ;  ;  ;  ;  ;  ;23;  ;12,88;22,77;8,702938;0,362285;27;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;9;3062428;3,56007E+12; 500G PENNE RIGATE ; 500G PENNE RIGATE C/R P.C ; CRF-CDM ; SOCORIZ ;0,56;0,99;0,94;0,055;23; UVC ;12,88;22,77;8,702938;0,362285;27;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;10;1807123;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;6,15;6,57;0,07748815;0,01117937;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;10;1807123;8,07681E+12; 400G SPAGHETTI S/G ; B.SPAGHETTI S/GLUTEN 400G ; BARILLA ; BARILLA FRANCE SAS ;2,05;2,19;2,08;0,055;3; UVC ;6,15;6,57;0,07748815;0,01117937;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;10;1807124;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;8,2;8,76;0,1033175;0,01117937;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;10;1807124;8,07681E+12; 400G PENNE S/GLUT. ; B.PENNE S/GLUTEN 400G ; BARILLA ; BARILLA FRANCE SAS ;2,05;2,19;2,08;0,055;4; UVC ;8,2;8,76;0,1033175;0,01117937;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;10;1807125;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;10,15;10,75;0,03957346;0,003489339;16;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;10;1807125;8,07681E+12; 400G COQUILLETTES ; B.COQUILLET.S/GLUTEN 400G ; BARILLA ; BARILLA FRANCE SAS ;2,03;2,15;2,04;0,055;5; UVC ;10,15;10,75;0,03957346;0,003489339;16;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;10;4160425;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;7,56;9,27;1,22673;0,1254344;7;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;10;4160425;8,07681E+12; 250G LASAGNE SS GL ; 250G LASAGNE SS GLUTEN BA ; BARILLA ; BARILLA FRANCE SAS ;2,52;3,09;2,93;0,055;3; UVC ;7,56;9,27;1,22673;0,1254344;7;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;4160426;1;  ;  ;  ;  ;  ;  ;  ;  ;11;  ;17,38;15,29;-2,887109;-0,1789795;10;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;4160426;3,03836E+12; 500G MAFALDELLE PA ; 500G MAFALDELLE PANZANI ; PANZANI ; PANZANI ;1,58;1,49;1,41;0,055;11; UVC ;17,38;15,29;-2,887109;-0,1789795;10;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1249640;1;  ;  ;  ;  ;  ;  ;  ;  ;11;  ;23,21;28,49;3,794739;0,1262516;16;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1249640;8,00014E+12; 500G RIGATONI ; GAROFALO RIGATONI QS ; GAROFALO ; PANZANI ;2,11;2,59;2,45;0,055;11; UVC ;23,21;28,49;3,794739;0,1262516;16;  ;  ;
