 Code Secteur ; Libellé Secteur ; Code Rayon ; Libellé Rayon ; Code Groupe de Famille  ; Libellé  Groupe de Famille  ; Code Famille  ; Libellé  Famille  ; Code Sous-Famille  ; Libellé  Sous-Famille  ; Code Unité de Besoin  ; Code UG  ; EAN ; Article Libellé Court ; Article Libellé Long ; Libellé Marque ; Libellé Fournisseur ; PAHT ; PV Mag ; PV Mag HT ; TVA en % ; Quantité vendue * ; Type Qté ; Montant achat HT * ; Montant vente TTC * ; Marge en valeur ; Marge en % ; Stock en quantité ;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1726299;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;12,66;15,3;1,84237;0,1141387;3;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1726299;8,00014E+12; 500G RADIATORI ; GAROFALO RADITORI 500G ; GAROFALO ; GAROFALO FRANCE ;2,11;2,55;2,42;0,055;6; UVC ;12,66;15,3;1,84237;0,1141387;3;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1528692;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;3,8;4,78;0,7308057;0,1449177;18;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1528692;8,00014E+12; LINGUINE GAROFALO ; GAROFALO LINGUINE 500G ; GAROFALO ; GAROFALO FRANCE ;1,9;2,39;2,27;0,055;2; UVC ;3,8;4,78;0,7308057;0,1449177;18;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;2601708;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;5,7;7,17;1,096209;0,1449177;7;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;2601708;8,00014E+12; 500G FARFALLE ; GAROFALO FARFALLE 500G ; GAROFALO ; GAROFALO FRANCE ;1,9;2,39;2,27;0,055;3; UVC ;5,7;7,17;1,096209;0,1449177;7;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;2601710;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;6,33;7,65;0,9211848;0,1141387;5;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;2601710;8,00014E+12; 500G FUSILLONE ; GAROFALO FUSILLONE 500G ; GAROFALO ; GAROFALO FRANCE ;2,11;2,55;2,42;0,055;3; UVC ;6,33;7,65;0,9211848;0,1141387;5;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1454155;1;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;7,91;11,55;3,037867;0,2493069;24;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1454155;8,00125E+12; LINGUINE N7 CELLO ; DE CECCO LINGUINE 500G ; DE CECCO ; DE CECCO FRANCE ;1,13;1,95;1,85;0,055;7; UVC ;7,91;11,55;3,037867;0,2493069;24;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3858114;1;  ;  ;  ;  ;  ;  ;  ;  ;10;  ;11,6;16,5;4,039811;0,232073;21;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3858114;8,00125E+12; 500G SPAGHETTI ; DE CECCO SPAGHETTI 500G ; DE CECCO ; DE CECCO FRANCE ;1,16;1,95;1,85;0,055;10; UVC ;11,6;16,5;4,039811;0,232073;21;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1199591;1;  ;  ;  ;  ;  ;  ;  ;  ;9;  ;10,44;14,85;3,635829;0,232073;6;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1199591;8,00125E+12; FUSILLI N34 DE CE ; DE CECCO FUSILLI 500G ; DE CECCO ; DE CECCO FRANCE ;1,16;1,95;1,85;0,055;9; UVC ;10,44;14,85;3,635829;0,232073;6;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1008057;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;6,08;11,96;5,256493;0,4165935;13;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1008057;8,00125E+12; 500G PATES RIGAD ; DE CECCO CONCHIGLIONI500G ; DE CECCO ; DE CECCO FRANCE ;1,52;2,99;2,83;0,055;4; UVC ;6,08;11,96;5,256493;0,4165935;13;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1804903;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,48;2,49;0,8801896;0,3350614;39;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1804903;8,00834E+12; 500G LINGUINE N›13 ; LINGUINE N›13 RUMMO 500G ; RUMMO ; CASTELLI ;1,48;2,49;2,36;0,055;1; UVC ;1,48;2,49;0,8801896;0,3350614;39;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;2604195;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,48;2,49;0,8801896;0,3350614;17;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;2604195;8,00834E+12; 500G FARFALLE NO85 ; RUMMO FARFALLE NO85 500G ; RUMMO ; CASTELLI ;1,48;2,49;2,36;0,055;1; UVC ;1,48;2,49;0,8801896;0,3350614;17;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3451921;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;3,08;5,98;2,588246;0,4102532;7;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3451921;8,00834E+12; 500G GNOCCHI DI PA ; 500G GNOCCHI DI PATATE N0 ; RUMMO ; CASTELLI ;1,54;2,99;2,83;0,055;2; UVC ;3,08;5,98;2,588246;0,4102532;7;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3809344;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;5,84;9,3;2,975166;0,3032325;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3809344;8,00834E+12; 1KG ST.FUSILLI NO4 ; 1KG ST.FUSILLI NO48 RUMMO ; RUMMO ; CASTELLI ;2,92;4,65;4,41;0,055;2; UVC ;5,84;9,3;2,975166;0,3032325;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3071287;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;2,92;4,95;1,771943;0,3393064;16;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3071287;8,00834E+12; 1KG ELICOIDALI N49 ; 1KG ELICOIDALI N49 RUMMO ; RUMMO ; CASTELLI ;2,92;4,95;4,69;0,055;1; UVC ;2,92;4,95;1,771943;0,3393064;16;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1025916;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;6,84;9,56;2,221611;0,2202712;22;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1025916;8,0768E+12; 500G MAFALDINE ; BARIL.COLLEZI.MAFALD.500G ; BARILLA ; BARILLA FRANCE SAS ;1,71;2,39;2,27;0,055;4; UVC ;6,84;9,56;2,221611;0,2202712;22;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1025915;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;6,68;7,56;0,4858768;0,06091888;16;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1025915;8,07681E+12; 500G ORECCHIETTE ; BARILLA COLLEZI.ORECCHIET ; BARILLA ; BARILLA FRANCE SAS ;1,67;1,89;1,79;0,055;4; UVC ;6,68;7,56;0,4858768;0,06091888;16;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3858119;1;  ;  ;  ;  ;  ;  ;  ;  ;20;  ;26,4;27,88;0,02654028;0,00090232;33;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3858119;8,07681E+12; 500G COLLEZIONE ; BARILLA LINGUINE COLLEZIO ; BARILLA ; BARILLA FRANCE SAS ;1,32;1,39;1,32;0,055;20; UVC ;26,4;27,88;0,02654028;0,00090232;33;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1195085;1;  ;  ;  ;  ;  ;  ;  ;  ;12;  ;20,04;22,2;1,002654;0,04281005;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1195085;8,07681E+12; 500G TAGLIATELLE ; LA COLLEZION TAGLIATELLE ; BARILLA ; BARILLA FRANCE SAS ;1,67;1,85;1,75;0,055;12; UVC ;20,04;22,2;1,002654;0,04281005;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1330852;1;  ;  ;  ;  ;  ;  ;  ;  ;9;  ;15,03;16,11;0,2401422;0,01412929;27;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;1330852;8,07681E+12; 500G TROFIE BARIL ; BARILLA TROFIE 500G ; BARILLA ; BARILLA FRANCE SAS ;1,67;1,79;1,7;0,055;9; UVC ;15,03;16,11;0,2401422;0,01412929;27;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3272910;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;10,02;11,1;0,501327;0,04281005;8;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3272910;8,07681E+12; FUSILLI BUCATI COR ; FUSILLI BUCATI CORTI 500G ; BARILLA ; BARILLA FRANCE SAS ;1,67;1,85;1,75;0,055;6; UVC ;10,02;11,1;0,501327;0,04281005;8;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3963692;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;4,98;7,17;1,816208;0,2401011;27;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3963692;8,07681E+12; 500G BUCATINI N›10 ; 500G BUCATINI GRANDI N›10 ; BARILLA ; BARILLA FRANCE SAS ;1,66;2,39;2,27;0,055;3; UVC ;4,98;7,17;1,816208;0,2401011;27;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3940179;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;3,28;4,7;1,174976;0,2369621;51;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3940179;8,07681E+12; 400G SPAGHETTONI A ; 400G SPAGHETTONI ALBRONZO ; BARILLA ; BARILLA FRANCE SAS ;1,64;2,35;2,23;0,055;2; UVC ;3,28;4,7;1,174976;0,2369621;51;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3940175;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;3,26;4,7;1,194976;0,2409955;23;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3940175;8,07681E+12; 400G LINGUINE AL B ; 400G LINGUINE AL BRONZO B ; BARILLA ; BARILLA FRANCE SAS ;1,63;2,35;2,23;0,055;2; UVC ;3,26;4,7;1,194976;0,2409955;23;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3940177;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,61;2,35;0,6174881;0,2490625;9;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3940177;8,07681E+12; 400G PENNE RIGATE ; 400G PENNE RIGATE ALBRONZ ; BARILLA ; BARILLA FRANCE SAS ;1,61;2,35;2,23;0,055;1; UVC ;1,61;2,35;0,6174881;0,2490625;9;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3940178;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,63;2,35;0,5974882;0,2409955;19;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3940178;8,07681E+12; 400G FUSILLONI ALB ; 400G FUSILLONI ALBRONZO B ; BARILLA ; BARILLA FRANCE SAS ;1,63;2,35;2,23;0,055;1; UVC ;1,63;2,35;0,5974882;0,2409955;19;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3940176;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;3,28;4,7;1,174976;0,2369621;44;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;3940176;8,07681E+12; 400G FUSILLI AL BR ; 400G FUSILLI AL BRONZO BA ; BARILLA ; BARILLA FRANCE SAS ;1,64;2,35;2,23;0,055;2; UVC ;3,28;4,7;1,174976;0,2369621;44;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;4014059;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;6,45;7,75;0,8959715;0,1095822;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;4014059;8,07681E+12; 500G TORTIGLIONI ; 500G MINI TORTIGLIONI ; BARILLA ; BARILLA FRANCE SAS ;1,29;1,55;1,47;0,055;5; UVC ;6,45;7,75;0,8959715;0,1095822;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;4162248;1;  ;  ;  ;  ;  ;  ;  ;  ;9;  ;15,3;19,71;3,382464;0,162665;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;91;4162248;8,07681E+12; 500G FARFALLE LA C ; 500G FARFALLE LA COLLEZIO ; BARILLA ; BARILLA FRANCE SAS ;1,7;2,19;2,08;0,055;9; UVC ;15,3;19,71;3,382464;0,162665;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;99;2492497;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;6,64;7,4;0,374218;0,04793365;22;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;1; PATES SPECIALITES ;99;2492497;3,66086E+12; COLLERETTE AL DENT ; COLLERETTE AL DENTE 500 G ; LUSTUCRU ; PASTACORP ;1,66;1,85;1,75;0,055;4; UVC ;6,64;7,4;0,374218;0,04793365;22;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;  ;22;28;  ;  ;  ;  ;  ;  ;  ;  ;238;  ;537,12;574,26;7,202275;0,1082287;347;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;1;30644;2;  ;  ;  ;  ;  ;  ;  ;  ;23;  ;79,16;67,47;-15,20739;-0,1700296;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;1;30644;3,07319E+12; 250G SPAGHETTI COU ; 250G SPAGHETTI COURT 3OEU ; LUSTUCRU ; PASTACORP ;1,22;1,15;1,09;0,055;9; UVC ;10,98;10,35;-1,169573;-0,1071112;14;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;1;30644;3,66086E+12; 4X250G SPAGH COURT ; LUSTUCRU SPAGH COURT X4 ; LUSTUCRU ; PASTACORP ;4,87;4,6;4,36;0,055;14; UVC ;68,18;57,12;-14,03782;-0,232948;0;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;1;1008052;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;3,8;8,25;4,019905;0,461859;21;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;1;1008052;3,56007E+12; 250G SPAGHETTI PLE ; 250G SPAGHETTI PLEIN AIR ; CRF-CDM ; VALFLEURI ;0,76;1,65;1,56;0,055;5; UVC ;3,8;8,25;4,019905;0,461859;21;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;1;30641;2;  ;  ;  ;  ;  ;  ;  ;  ;21;  ;51,17;44,66;-8,838246;-0,1700296;24;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;1;30641;3,66086E+12; 250G PAO SPAGHETTI ; 250G PAO SPAGHETTI LUSTUC ; LUSTUCRU ; PASTACORP ;1,22;1,15;1,09;0,055;14; UVC ;17,08;16,1;-1,819337;-0,1071112;24;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;1;30641;3,66086E+12; 4X250G PAO SPAGHET ; LUSTUCRU PAO SPAGHETTI X4 ; LUSTUCRU ; PASTACORP ;4,87;4,6;4,36;0,055;7; UVC ;34,09;28,56;-7,01891;-0,232948;0;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;3;1217931;2;  ;  ;  ;  ;  ;  ;  ;  ;27;  ;98,64;83,79;-19,2182;-0,1700296;9;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;3;1217931;3,07319E+12; 250G COQUILL.FINES ; 250G COQUILL.FINES 3OEUFS ; LUSTUCRU ; PASTACORP ;1,22;1,15;1,09;0,055;9; UVC ;10,98;10,35;-1,169573;-0,1071112;9;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;3;1217931;3,66086E+12; 4X250G COQUILLETTE ; LUSTUCRU COQUILLETTE X4 ; LUSTUCRU ; PASTACORP ;4,87;4,6;4,36;0,055;18; UVC ;87,66;73,44;-18,04863;-0,232948;0;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;3;1008051;1;  ;  ;  ;  ;  ;  ;  ;  ;17;  ;13,09;28,05;13,49768;0,4561144;21;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;3;1008051;3,56007E+12; 250G COQUILLETTE P ; 250G COQUILLETTE PLEIN AI ; CRF-CDM ; VALFLEURI ;0,77;1,65;1,56;0,055;17; UVC ;13,09;28,05;13,49768;0,4561144;21;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;4;1187080;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;18,4;18,32;-1,035071;-0,05355404;10;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;4;1187080;3,07319E+12; PATE LUSTUCR ; LUSTUCRU COQUI.FINE 3OEUF ; LUSTUCRU ; PASTACORP ;2,3;1,99;1,89;0,055;8; UVC ;18,4;18,32;-1,035071;-0,05355404;10;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;5;1008031;2;  ;  ;  ;  ;  ;  ;  ;  ;16;  ;56,38;47,7;-11,16673;-0,1947566;12;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;5;1008031;3,07319E+12; 250G MACARONI LUST ; LUSTU.MACARONI CRT 3OEUFS ; LUSTUCRU ; PASTACORP ;1,28;1,15;1,09;0,055;6; UVC ;7,68;6,9;-1,139716;-0,1565651;12;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;5;1008031;3,66086E+12; 4X250G MACARONI OE ; LUSTUCRU MACARONI OEUF X4 ; LUSTUCRU ; PASTACORP ;4,87;4,6;4,36;0,055;10; UVC ;48,7;40,8;-10,02701;-0,232948;0;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;5;30675;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;3,9;8,25;3,919905;0,4503697;41;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;5;30675;3,56007E+12; 250G MACARONI PLEI ; 250G MACARONI PLEIN AIR C ; CRF-CDM ; VALFLEURI ;0,78;1,65;1,56;0,055;5; UVC ;3,9;8,25;3,919905;0,4503697;41;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;7;30645;2;  ;  ;  ;  ;  ;  ;  ;  ;15;  ;43,85;37,76;-8,058531;-0,1700296;15;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;7;30645;3,07319E+12; 250G TORSETTE LUST ; LUSTUCRU TORSETTE 3OEUFS ; LUSTUCRU ; PASTACORP ;1,22;1,15;1,09;0,055;8; UVC ;9,76;9,2;-1,039621;-0,1071112;11;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;7;30645;3,66086E+12; 4X250G TORSETTE OE ; LUSTUCRU TORSETTE OEUF X4 ; LUSTUCRU ; PASTACORP ;4,87;4,6;4,36;0,055;7; UVC ;34,09;28,56;-7,01891;-0,232948;1;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;7;1008049;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;4,74;9,9;4,643886;0,444625;13;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;7;1008049;3,56007E+12; 250G TORSADE PLEIN ; 250G TORSADE PLEIN AIR CR ; CRF-CDM ; VALFLEURI ;0,79;1,65;1,56;0,055;6; UVC ;4,74;9,9;4,643886;0,444625;13;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;9;24407;1;  ;  ;  ;  ;  ;  ;  ;  ;12;  ;11,16;20,45;8,223886;0,3811811;18;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;9;24407;3,56007E+12; 250G NIDS ANC RDF ; 250G NIDS ANC RDF 7 OEUFS ; REFLETS ; HEIMBURGER ;0,93;1,69;1,6;0,055;12; UVC ;11,16;20,45;8,223886;0,3811811;18;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;9;30671;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;3,28;6,6;2,975924;0,4273911;12;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;9;30671;3,56007E+12; 250G NID 5MN PLEIN ; 250G NID 5MN PLEIN AIR CR ; CRF-CDM ; VALFLEURI ;0,82;1,65;1,56;0,055;4; UVC ;3,28;6,6;2,975924;0,4273911;12;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;10;3463063;1;  ;  ;  ;  ;  ;  ;  ;  ;9;  ;22,14;23,85;0,4666351;0,01854541;6;  ;  ;
1; PGC ;14; EPICERIE ;145; POTAGES, PATES, FECULENTS & AU ;1451; PATES ;2; PATES AUX OEUFS ;10;3463063;8,07681E+12; 450G TAGLIATELLE ; 450G TAGLIATELLE BARILLA ; BARILLA ; BARILLA FRANCE SAS ;2,46;2,65;2,51;0,055;9; UVC ;22,14;23,85;0,4666351;0,01854541;6;  ;  ;
