  ; Magasin 7512 CUSSET ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; édité le 09/03/2024 16:28 ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000004119209 ; VITTEL UP FRAISE BIO 50CL SNAC ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;5;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000004119209 ; VITTEL UP FRAISE BIO 50CL SNAC ; S74677 ;8,44529E+12; VITTEL UP FRAISE B ; VITTEL UP FRAISE BIO 50CL ;0,77; DPV ;0,57;1,62; E ;1,62; PVC ; E ;0,055;4; UVC ;5;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003259620 ; 33CL EAU NATURE COCONUT GROVE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003259620 ; 33CL EAU NATURE COCONUT GROVE ;  ;8,71822E+12; 33CL EAU NATURE ; 33CL EAU NATURE COCONUT G ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ;  ;  ;185;  ;  ;279;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;236;  ;2038;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003560575 ; BOX 112UVC VOLVIC JUICY 1,5L. ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003560575 ; BOX 112UVC VOLVIC JUICY 1,5L. ; N06811 ;3,05764E+12; BOX 112UVC VOLVIC ; BOX 112UVC VOLVIC JUICY 1 ;134,7; PF ;109,33;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000001166480 ; PET 1.25L SALVETAT AGRUME S/S ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000001166480 ; PET 1.25L SALVETAT AGRUME S/S ;631063;3,06832E+12; SALVETAT AGRUM.S.S ; SALVETAT AGRUME S.S 1.25L ;0,89; DPV ;0,7;0,86; E ;0,96; PVB ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000000074751 ; PET 1.25L SALVETAT CITRON ;  ;4;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000000074751 ; PET 1.25L SALVETAT CITRON ;  ;3,06832E+12; PET 6X1.25L SALVET ; PET 6X1.25L SALVETAT CITR ;  ;  ;4,5;4,74; E ;4,74; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000000074751 ; PET 1.25L SALVETAT CITRON ;667723;3,06832E+12; SALVETAT CITRON VT ; SALVETAT CITR.VERT 1.25L ;0,93; DPV ;0,75;0,85; E ;0,85; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000000074751 ; PET 1.25L SALVETAT CITRON ;  ;3,06832E+12; 6X1.25L EAU SALVET ; SALVETAT EAU CITR.6X1.25L ;  ;  ;4,5;5,1; E ;5,1; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000000074751 ; PET 1.25L SALVETAT CITRON ;631283;3,06832E+12; SALVETAT CITRON ; SALVETAT CITRON PET 1.25L ;0,93; DPV ;0,75;0,79; E ;0,79; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000001443925 ; 1L PET EAU BADOIT CITRON ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;48;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000001443925 ; 1L PET EAU BADOIT CITRON ;369443;3,06832E+12; BADOIT CITRON 1L ; BADOIT EAU CITRON PET 1L ;1,05; DPV ;0,81;0,93; E ;0,93; PVC ; E ;0,055;4; UVC ;48;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000001443925 ; 1L PET EAU BADOIT CITRON ; U26586 ;3,06832E+12; PPACK BADOIT ZEST ; PPACK BADOIT ZEST CITR 6X ;  ; PF ;0;3,76; R ;3,76; PVC ; R ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000001443929 ; PET 1L EAU BADOIT CITRON VERT ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;36;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000001443929 ; PET 1L EAU BADOIT CITRON VERT ;369449;3,06832E+12; BADOIT CITRON VERT ; BADOIT EAU CITRON VERT 1L ;1,05; DPV ;0,81;0,93; E ;0,93; PVC ; E ;0,055;4; UVC ;36;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000001443926 ; PET 1L BADOIT BULLE MENTHE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000001443926 ; PET 1L BADOIT BULLE MENTHE ;115314;3,06832E+12; 1L BADOIT MENTHE ; BADOIT EAU MENTHE PET 1L ;0,98; DPV ;0,72;0,99; E ;0,99; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000001572884 ; PET 1L EAU BADOIT FRAMBOISE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000001572884 ; PET 1L EAU BADOIT FRAMBOISE ;407174;3,06832E+12; BADOIT FRAMBOISE ; BADOIT FRAMBOISE EAU 1L ;1; DPV ;0,76;1,07; E ;1,07; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000001572885 ; PET 1L EAU BADOIT PASSION ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000001572885 ; PET 1L EAU BADOIT PASSION ;407206;3,06832E+12; BADOIT PASSION ; BADOIT PASSION EAU 1L ;1,01; DPV ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000002202241 ; BOX 120UVC BADOIT ARO 1L 3SAV ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000002202241 ; BOX 120UVC BADOIT ARO 1L 3SAV ;780723;3,06832E+12; BOX 120UVC BADOIT ; BOX 120UVC BADOIT ARO 1L ;109,2; DPV ;85,2;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000002482782 ; PET 1L EAU AGRUM DASIE BADOIT ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000002482782 ; PET 1L EAU AGRUM DASIE BADOIT ;593687;3,06832E+12; PET 1L EAU AGRUME ; BADOIT EAU AGRUME PET 1L ;1,05; DPV ;0;1,08; E ;1,07; PVB ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000002512355 ; BTE 33CL CITRON VERT BADOIT ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000002512355 ; BTE 33CL CITRON VERT BADOIT ; 010402 ;3,06832E+12; BADOIT CITRON VERT ; BADOIT CIT.VERT BTE 33CL ;0,58; DPV ;0,34;1,15; R ;1,15; PVC ; R ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003261027 ; 1L BADOIT BDF CITR PAMPL ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;19;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003261027 ; 1L BADOIT BDF CITR PAMPL ; J90394 ;3,06832E+12; 1L BADOIT BDF CITR ; 1L BADOIT BDF CITR PAMPL ;1,54; DPV ;1,04;1,29; E ;1,29; PVC ; E ;0,055;7; UVC ;19;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003261027 ; 1L BADOIT BDF CITR PAMPL ; U30319 ;3,06832E+12; PPACK BDF CITR-PAM ; PPACK BDF CITR-PAMPLEM 6X ;  ; PF ;0;6,2; R ;6,2; PVC ; R ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000004263172 ; LOT DE 6 PET1L CITR/CITRVT BAD ;  ;3;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;13;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000004263172 ; LOT DE 6 PET1L CITR/CITRVT BAD ; K29392 ;3,06832E+12; PET1L BADOIT CITR ; PET1L BADOIT CIT/CITR VER ;1,54; DPV ;1,04;1,29; E ;1,29; PVC ; E ;0,055;6; UVC ;13;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000004263172 ; LOT DE 6 PET1L CITR/CITRVT BAD ; U26587 ;3,06832E+12; PPACK BDF CITR-CIT ; PPACK BDF CITR-CITR VRT 6 ;  ; PF ;0;6,2; R ;6,2; PVC ; R ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000004263172 ; LOT DE 6 PET1L CITR/CITRVT BAD ;  ;3,27656E+12; LOT DE 6 PET1L CIT ; LOT DE 6 PET1L CITR/CITRV ;  ;  ;6,6;7,74; R ;7,74; PVC ; R ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003263546 ; PET1L CITR/MENTH BADOIT B.DE F ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;79;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003263546 ; PET1L CITR/MENTH BADOIT B.DE F ; J90411 ;3,06832E+12; 1L CITRON MENTHE ; BADOIT CITRON MENTHE 1L ;1,54; DPV ;1,21;1,29; E ;1,29; PVC ; E ;0,055;4; UVC ;79;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003418460 ; BULLES DE FRUITS CITRON FRAISE ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;20;  ;10;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003418460 ; BULLES DE FRUITS CITRON FRAISE ; L76969 ;3,06832E+12; BADOIT BDF CIT/FRS ; BULLES DE FRUITS CITRON F ;1,54; DPV ;1,04;1,29; E ;1,29; PVC ; E ;0,055;20; UVC ;10;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003418460 ; BULLES DE FRUITS CITRON FRAISE ; U22080 ;3,06832E+12; PPACK BDF CITR-FRA ; PPACK BDF CITR-FRAISE4+2 ;  ; PF ;0;6,2; R ;6,2; PVC ; R ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003301390 ; DISPLAY BULLES DE FRUITS 3 PAR ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003301390 ; DISPLAY BULLES DE FRUITS 3 PAR ; K70140 ;3,06832E+12; DISPLAY BULLES DE ; DISPLAY BULLES DE FRUITS ;  ; PF ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003739659 ; BOX 136 UC  BADOIT ZEST 2 PARF ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003739659 ; BOX 136 UC  BADOIT ZEST 2 PARF ; P34246 ;3,06832E+12; BOX 136 UC  BADOIT ; BOX 136 UC  BADOIT ZEST 2 ;126,48; DPV ;95,75;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003469513 ; BOX 276 UVC BADOIT BULLE FRUIT ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003469513 ; BOX 276 UVC BADOIT BULLE FRUIT ; M26321 ;3,06832E+12; BOX 276 UVC BADOIT ; BOX 276 UVC BADOIT BULLE ;378,12; DPV ;299,95;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003481075 ; 1L  BULLES DE THE PECHE BADOIT ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003481075 ; 1L  BULLES DE THE PECHE BADOIT ; M34583 ;3,06832E+12; 1L  BULLES DE THE ; 1L  BULLES DE THE PECHE B ;1,56; DPV ;1,28;1,75; E ;1,75; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003481076 ; 1L  BULLES DE THE MENTHE BADOI ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003481076 ; 1L  BULLES DE THE MENTHE BADOI ; M34611 ;3,06832E+12; 1L  BULLES DE THE ; 1L  BULLES DE THE MENTHE ;1,56; DPV ;1,22;1,75; E ;1,75; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003560340 ; PET SALVETAT CITR 1.15L ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;17;  ;18;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003560340 ; PET SALVETAT CITR 1.15L ; P56221 ;3,06832E+12; SALVETAT CITR 1.15 ; PET SALVETAT CITR 1.15L ;1; DPV ;0,76;0,99; E ;0,99; PVC ; E ;0,055;17; UVC ;18;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003560341 ; SALVETAT CITRON VERDELLI 1.15L ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;16;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003560341 ; SALVETAT CITRON VERDELLI 1.15L ; P56222 ;3,06832E+12; SALVETAT CITRON VE ; SALVETAT CITRON VERDELLI ;1,01; DPV ;0,76;0,99; E ;0,99; PVC ; E ;0,055;8; UVC ;16;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003560339 ; SALVETAT CLEMENTINE 1.15L ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003560339 ; SALVETAT CLEMENTINE 1.15L ; P56220 ;3,06832E+12; SALVETAT CLEMENTIN ; SALVETAT CLEMENTINE 1.15L ;0,9; DPV ;0,63;0,84; E ;0,84; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003589680 ; BX 120UC BADOIT BDT 2 PARF ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003589680 ; BX 120UC BADOIT BDT 2 PARF ; N33208 ;3,06832E+12; BX 120UC BADOIT BD ; BX 120UC BADOIT BDT 2 PAR ;177,6; DPV ;147,04;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003559135 ; MP BADOIT BDF 1L - 2 PARFUMS S ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003559135 ; MP BADOIT BDF 1L - 2 PARFUMS S ; N05536 ;3,06832E+12; MP BADOIT BDF 1L - ; MP BADOIT BDF 1L - 2 PARF ;352,3; PF ;274,47;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003559047 ; 1/5 BOX BULLES ET THE 2 PARF S ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 001 ; EAUX ARO GAZEUSE ET GAZEIFIEE ; 001 ; EAUX ARO GAZ PLAST 1L A 1.5L ; 0000003559047 ; 1/5 BOX BULLES ET THE 2 PARF S ; N05477 ;3,06832E+12; 1/5 BOX BULLES ET ; 1/5 BOX BULLES ET THE 2 P ;183,19; PF ;142,25;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
